"filename","city","state","lat","lon","correct_city","quality","confidence","landmarks","architecture","signs","nature","urban","beach","people","vehicles","text","custom_tags","notes","annotated_at","annotated_by"
"wikimedia_Puebla_Puebla_2_1764045850.jpg","Puebla","Puebla",19.041296,-98.2062,"✅",5,90,False,False,False,False,False,False,False,False,False,"Catedral de Puebla,fuente monumental,San Miguel Arcángel,arquitectura colonial,torre de campanario,cúpula dorada,plaza pública,noche,iluminación de colores,efectos de agua,palmeras,árboles,farolas,centro histórico","Vista nocturna de la Fuente de San Miguel en la plaza principal de Puebla, con la Catedral y su torre a la derecha. La fuente está iluminada con colores rojo y verde. La escena captura la atmósfera del centro histórico de noche, con el pavimento mojado por la lluvia o la fuente.","2025-11-25T07:52:52.070166+00:00","Emma"
"wikimedia_Puebla_Puebla_4_1764045853.jpg","Puebla","Puebla",19.041296,-98.2062,"🤔",5,80,False,False,False,False,False,False,False,False,False,"interior de iglesia,nave central,arquitectura barroca,bóveda celeste,decoración dorada,altares laterales,retablos,bancos de madera,pila bautismal,arte sacro,iluminación natural,perspectiva central,columnas salomónicas","Vista frontal de la nave central de una iglesia. La bóveda de cañón está pintada de azul y decorada con detalles dorados. Las paredes laterales tienen retablos, estatuas y columnas. El suelo de baldosas dirige la mirada hacia el altar principal al fondo. Filas de bancos de madera ocupan la parte central","2025-11-25T07:54:38.507283+00:00","Emma"
"wikimedia_Guadalajara_Jalisco_4_1764045692.jpg","Guadalajara","Jalisco",20.659699,-103.349609,"🤔",5,90,False,False,False,False,False,False,False,False,False,"vehículo comercial,camioneta de reparto,Coca-Cola,marca global,arquitectura colonial,arcos,portal,columnas,figura de calavera,Catrina,escaparate,peatonal,plaza pública,contraste cultural,publicidad","Una camioneta de reparto de Coca-Cola roja, de tamaño pequeño, estacionada bajo el pórtico de un edificio histórico con arcos de piedra. Una figura vestida de Catrina (esqueleto) se encuentra junto al vehículo, añadiendo un elemento cultural a la escena urbana. El fondo muestra tiendas con escaparates iluminados","2025-11-25T07:56:33.310371+00:00","Emma"
"wikimedia_Guadalajara_Jalisco_10_1764045700.jpg","Guadalajara","Jalisco",20.659699,-103.349609,"✅",4,95,False,False,False,False,False,False,False,False,False,"templo mormón,Iglesia de Jesucristo de los Santos de los Últimos Días,arquitectura moderna,edificio blanco,estatua dorada,ángel Moroni,palmeras,cielo nublado,tormenta,farola,reja blanca,paisajismo","Templo blanco de arquitectura moderna con una estatua dorada en su torre central (Ángel Moroni), característico de La Iglesia de Jesucristo de los Santos de los Últimos Días. La escena está bajo un cielo oscuro y nublado, con palmeras en primer plano, indicando una ubicación en un clima cálido o subtropical.","2025-11-25T07:58:13.204209+00:00","Emma"
"pexels_Guadalajara_Jalisco_0_1764045710.jpg","Guadalajara","Jalisco",20.659699,-103.349609,"🤔",4,95,False,False,False,False,False,False,False,False,False,"Catrina,Día de Muertos,cultura mexicana,calavera,retrato,disfraz,maquillaje artístico,arquitectura gótica,neogótico,fachada de iglesia,catedral,arco apuntado,nichos con estatuas,escultura religiosa,velo,flores","Retrato en plano medio de una mujer caracterizada de Catrina (maquillaje de calavera, tocado floral y vestido formal) posando frente a la entrada gótica de una gran iglesia o catedral. El fondo arquitectónico, lleno de estatuas en nichos y detalles ojivales, proporciona un fuerte contexto monumental.","2025-11-25T07:58:54.401672+00:00","Emma"
"wikimedia_Puebla_Puebla_1_1764045848.jpg","Puebla","Puebla",19.041296,-98.2062,"✅",5,100,False,False,False,False,False,False,False,False,False,"Catedral de Puebla,noche,iluminación arquitectónica,plaza zócalo,torre de campanario,arquitectura barroca,cantera gris,fachadas,cielo nocturno,exposición larga,farolas,centro histórico","Vista frontal de la Catedral de Puebla por la noche, destacando la diferencia de altura de sus dos torres y la fachada de cantera iluminada. La plaza, libre de tráfico, muestra un pavimento amplio y está bordeada por edificios coloniales también iluminados.","2025-11-25T08:03:38.879533+00:00","Emma"
"wikimedia_Puebla_Puebla_5_1764045855.jpg","Puebla","Puebla",19.041296,-98.2062,"✅",5,100,False,False,False,False,False,False,False,False,False,"aeropuerto,terminal aérea,arquitectura moderna,fachada de vidrio,letrero,día soleado,paisajismo,arbustos podados,palmera,carretera,vehículos,estacionamiento,señalización de tráfico","Vista exterior del Aeropuerto Internacional de Puebla en un día soleado. El edificio tiene una fachada moderna con una gran pared de vidrio y una pared de textura gris. El letrero del aeropuerto es prominente, y la zona de acceso está bordeada por arbustos podados y una palmera.","2025-11-25T08:04:18.158306+00:00","Emma"
"wikimedia_Puebla_Puebla_9_1764045861.jpg","Puebla","Puebla",19.041296,-98.2062,"🤔",4,90,False,False,False,False,False,False,False,False,False,"silueta,arquitectura colonial,farola antigua,alumbrado público,atardecer,amanecer,crepúsculo,cielo pastel,edificios de esquina,tejados ornamentados,balcón,ciudad","Vista urbana de siluetas de edificios coloniales contra un cielo suave al atardecer o amanecer. El primer plano está dominado por una farola de estilo antiguo, que está encendida y brilla con un tono amarillo cálido, contrastando con las formas oscuras de la arquitectura.","2025-11-25T08:36:01.531395+00:00","Emma"
"wikimedia_Puebla_Puebla_12_1764045866.jpg","Puebla","Puebla",19.041296,-98.2062,"🤔",4,90,False,False,False,False,False,False,False,False,False,"camino prehispánico,muro de piedra,piedra volcánica,camino empedrado,vegetación semidesértica,palmas yucas,árboles,paisaje arqueológico,cielo azul,nubes cúmulos,perspectiva de camino.","Un camino de piedra y tierra con muros bajos de piedra a ambos lados, que se dirige hacia la cima de una colina. La vegetación es seca y hay árboles de apariencia desértica (palmas yucas). El cielo es de un azul intenso con grandes nubes blancas","2025-11-25T08:36:37.652139+00:00","Emma"
"wikimedia_Zapopan_Jalisco_1_1764045948.jpg","Zapopan","Jalisco",20.72356,-103.38479,"✅",4,95,False,False,False,False,False,False,False,False,False,"vista aérea,complejo deportivo,canchas de tenis,estadio,infraestructura,zona residencial,casas en hilera,techos rojos,urbanización,construcción,terreno árido,arquitectura deportiva,tribunas,iluminación exterior","Vista aérea de un gran complejo de canchas de tenis y un pequeño estadio adyacente. La zona está rodeada por un denso desarrollo residencial de casas con techos rojos, mostrando una clara expansión urbana en un entorno semiárido. La infraestructura deportiva parece ser nueva o estar en proceso de finalización.","2025-11-25T08:57:17.654921+00:00","Emma"
"wikimedia_Zapopan_Jalisco_3_1764045951.jpg","Zapopan","Jalisco",20.72356,-103.38479,"✅",4,95,False,False,False,False,False,False,False,False,False,"estatua de piedra,escultura,arte público,monumento,figuras humanas,semáforo,arquitectura moderna,vidrio,acero,vegetación,flores rojas,cielo azul,contraste urbano","Primer plano de una escultura de piedra rugosa que representa a dos figuras humanas abrazándose o cargándose, con un estilo rústico. El fondo contrasta el arte tradicional con un moderno edificio de vidrio y un semáforo urbano, todo bajo un cielo azul brillante.","2025-11-25T08:57:55.268898+00:00","Emma"
"wikimedia_Zapopan_Jalisco_5_1764045953.jpg","Zapopan","Jalisco",20.72356,-103.38479,"✅",3,95,False,False,False,False,False,False,False,False,False,"escultura de piedra,estatua,arte público,jardín,paisajismo,vegetación exuberante,árbol de flor de mayo (plumeria),césped,sombra,clima cálido","Primer plano de una escultura de piedra con textura rugosa, colocada en un jardín verde. El entorno está dominado por vegetación de clima cálido, incluyendo un árbol de flor de mayo (plumeria) y arbustos bien cuidados. La escena está bien iluminada con luz solar, creando fuertes sombras.","2025-11-25T08:58:38.596646+00:00","Emma"
"wikimedia_Zapopan_Jalisco_7_1764045956.jpg","Zapopan","Jalisco",20.72356,-103.38479,"✅",5,95,False,False,False,False,False,False,False,False,False,"basílica,iglesia,arquitectura churrigueresca,barroco,torres gemelas,fachada de cantera,atrio,plaza pública,arcos laterales,portales,peregrinos,monumento religioso,cielo azul con nubes","Vista lateral de una gran basílica colonial con una fachada central altamente detallada y dos torres campanario. La estructura está flanqueada por largos pasillos o portales con arcos. La escena se desarrolla en una plaza de piedra y hay personas entrando al templo.","2025-11-25T08:59:14.371823+00:00","Emma"
"wikimedia_Zapopan_Jalisco_9_1764045959.jpg","Zapopan","Jalisco",20.72356,-103.38479,"🤔",4,95,False,False,False,False,False,False,False,False,False,"parque público,jardín,esculturas de bronce,arte público,kiosco,cenador,mobiliario urbano,banca de parque,setos,vegetación exuberante,clima soleado,cúpula de iglesia lejana,perspectiva","Vista de un jardín público con tres esculturas de bronce de figuras humanas. El área está bordeada por setos podados. Al fondo a la izquierda, se ve un kiosco de techo oscuro, y a la derecha, la cúpula de un edificio histórico, indicando una plaza central.","2025-11-25T09:00:03.828279+00:00","Emma"
"wikimedia_Zapopan_Jalisco_11_1764045962.jpg","Zapopan","Jalisco",20.72356,-103.38479,"✅",4,80,False,False,False,False,False,False,False,False,False,"arquitectura colonial,fachada de estuco,cantera,balustrada,terraza,estatua religiosa,virgen,atrio,pavimento de losas,macetas de terracota,ventanas enrejadas,letrero parroquial,día soleado","Vista frontal de un edificio colonial de dos pisos con una fachada de estuco color crema y marcos de cantera gris. Una estatua religiosa (Virgen o Santa) se encuentra en primer plano, detrás de una reja baja. El letrero sobre la puerta indica que son 'Salones Parroquiales'. La parte superior del edificio tiene una balustrada.","2025-11-25T09:01:02.567071+00:00","Emma"
"wikimedia_Campeche_Campeche_2_1764046515.jpg","Campeche","Campeche",19.845944,-90.523071,"✅",4,95,False,False,False,False,False,False,False,False,False,"puesto de control policial,retén,camioneta policial,seguridad pública,carretera rural,vegetación densa,clima tropical,carpa,letrero de precaución,Secretaría de Seguridad Pública,conos de tráfico,paisaje selvático","Retén o puesto de control policial en una carretera rural flanqueada por vegetación densa y de clima cálido. El puesto incluye un módulo negro con letreros de precaución y una camioneta pickup rotulada como 'POLICÍA ESTATAL PREVENTIVA' estacionada junto a una gran carpa.","2025-11-25T09:14:04.023371+00:00","Emma"
"wikimedia_Saltillo_Coahuila_0_1764046203.jpg","Saltillo","Coahuila",25.42654,-100.99551,"✅",5,95,False,False,False,False,False,False,False,False,False,"arquitectura neoclásica,fachada roja,iglesia,templo,centro histórico,calle urbana,tráfico vehicular,taxi amarillo,peatones,acera,farola antigua,edificio gubernamental,cúpula","Vista en perspectiva de una calle en un centro histórico. La fachada izquierda está dominada por una iglesia de color rojo intenso con detalles blancos neoclásicos. La calle muestra tráfico vehicular, incluyendo un taxi amarillo. Al fondo, se ve un gran edificio de piedra con una cúpula.","2025-11-25T09:15:32.039704+00:00","Emma"
"wikimedia_Campeche_Campeche_3_1764046516.jpg","Campeche","Campeche",19.845944,-90.523071,"✅",4,95,False,False,False,False,False,False,False,False,False,"","arquitectura colonial, fachada de color, casa rosa, calle urbana, pavimento de adoquín, perspectiva de calle, soleado, vehículos estacionados, farola antigua, centro histórico, Campeche","2025-11-25T09:22:08.271043+00:00","Emma"
"wikimedia_Saltillo_Coahuila_1_1764046204.jpg","Saltillo","Coahuila",25.42654,-100.99551,"✅",5,100,False,False,False,False,False,False,False,False,False,"","Primer plano y ángulo ascendente de la fachada superior del Casino de Saltillo. El edificio es de estilo neoclásico/ecléctico con una serie de ventanas arqueadas y columnas. Una inscripción grande en la parte superior indica '1874 CASINO DE SALTILLO 1928'. La toma está parcialmente obstruida por cables eléctricos.","2025-11-25T09:23:43.751645+00:00","Emma"
"wikimedia_Colima_Colima_0_1764046702.jpg","Colima","Colima",19.243333,-103.724167,"🤔",4,95,False,False,False,False,False,False,False,False,False,"","Vista frontal de un edificio histórico de dos pisos, con una fila de arcos en la planta baja y balcones en el piso superior rematado por una balustrada. La inscripción parcial en la parte superior indica que es un 'MUSEO REGIONAL'. Hay una señal de tráfico 'ALTO' en el portal.","2025-11-25T09:24:26.43545+00:00","Emma"
"wikimedia_Acapulco_Guerrero_0_1764046266.jpg","Acapulco","Guerrero",16.853109,-99.823653,"🤔",4,90,False,False,False,False,False,False,False,False,False,"hotel de lujo,resort,arquitectura en terraza,colina,paisaje costero,vegetación tropical,palmeras,condominios,cielo azul despejado,turismo,costa del Pacífico","Vista de una colina cubierta por complejos hoteleros y condominios de lujo, construidos en terrazas escalonadas. El primer plano está dominado por frondosa vegetación tropical, incluyendo grandes palmeras, en un día soleado bajo un cielo azul.","2025-11-25T09:26:29.365708+00:00","Emma"
"wikimedia_Pachuca_Hidalgo_0_1764047039.jpg","Pachuca","Hidalgo",20.10106,-98.756887,"✅",5,80,False,False,False,False,False,False,False,False,False,"estadio moderno,arquitectura deportiva,techo circular,campo de fútbol,asientos vacíos,arena deportiva,infraestructura,diseño contemporáneo,gradas,iluminación cenital","La entrada de una basílica o iglesia colonial, cubierta por una elaborada y colorida ofrenda o arco hecho con flores, que incluye símbolos religiosos y un letrero. Una gran multitud de personas entra y sale de la iglesia. El texto confirma la ubicación en Pachuca.","2025-11-25T09:28:29.785945+00:00","Emma"
"wikimedia_Guadalajara_Jalisco_8_1764045697.jpg","Guadalajara","Jalisco",20.659699,-103.349609,"✅",4,80,False,False,False,False,False,False,False,False,False,"","Vista de una estatua de un personaje militar en bronce sobre un pedestal de piedra, situada en una plaza pavimentada. La escena se enmarca por árboles y, en el fondo, por la fachada de un gran edificio de arquitectura moderna con un revestimiento de color verde brillante.","2025-11-25T09:29:04.767253+00:00","Emma"
"wikimedia_Tepic_Nayarit_0_1764046431.jpg","Tepic","Nayarit",21.508458,-104.895691,"✅",4,80,False,False,False,False,False,False,False,False,False,"iglesia,arquitectura neogótica,torres gemelas,fuente ornamental,noche,iluminación cálida,exposición larga,chorros de agua,plaza pública,parque,árboles iluminados,estatua de animal,publicidad de Coca-Cola","Vista nocturna de una iglesia con altas torres gemelas de estilo neogótico, fuertemente iluminada con luz cálida. Una fuente de varios niveles en primer plano lanza chorros de agua que se ven como columnas de luz. La escena está encuadrada por árboles y farolas encendidas, y se aprecia un toldo de Coca-Cola a la derecha.","2025-11-25T09:29:58.018369+00:00","Emma"
"wikimedia_Puebla_Puebla_3_1764045851.jpg","Puebla","Puebla",19.041296,-98.2062,"✅",5,100,False,False,False,False,False,False,False,False,False,"volcán,Popocatépetl,Iztaccíhuatl,pico nevado,nieve,fumarola,actividad volcánica,paisaje de montaña,altiplano central,bosque de coníferas,pastizal,cielo azul despejado","Vista frontal de un gran volcán con el pico cubierto de nieve, con una pequeña fumarola de humo visible en la cima. La base del volcán está cubierta por un denso bosque de pinos, y el primer plano es un campo de pastizales bajo un cielo azul brillante.","2025-11-25T09:30:51.260633+00:00","Emma"
"wikimedia_Hermosillo_Sonora_0_1764046180.jpg","Hermosillo","Sonora",29.072967,-110.955919,"✅",5,100,False,False,False,False,False,False,False,False,False,"aeropuerto,terminal aérea,arquitectura moderna,fachada angular,letrero,Hermosillo,Sonora,vegetación desértica,arbustos,cielo azul,soleado,infraestructura de transporte","Vista exterior del Aeropuerto Internacional de Hermosillo en un día soleado. La terminal tiene una fachada moderna con grandes ventanales y un elemento arquitectónico angular de color gris. La fachada está pintada de amarillo y blanco. Varias personas entran y salen del edificio.","2025-11-25T09:34:27.851916+00:00","Emma"
"wikimedia_Villahermosa_Tabasco_0_1764046455.jpg","Villahermosa","Tabasco",17.986889,-92.930279,"✅",5,100,False,False,False,False,False,False,False,False,False,"centro comercial,Galerías Tabasco,Villahermosa,Tabasco,edificio amarillo,tiendas departamentales,Liverpool,infraestructura vial,glorieta,jardinería ornamental,palmeras,señalización de tráfico,clima tropical","Vista elevada de la entrada a un centro comercial en Villahermosa, Tabasco (Galerías Tabasco). La escena incluye una compleja intersección vial, una glorieta ajardinada con un reloj central, y múltiples letreros que indican direcciones hacia el 'Parque Tabasco' y 'Cárdenas'.","2025-11-25T09:35:11.354231+00:00","Emma"
"wikimedia_Tampico_Tamaulipas_0_1764046832.jpg","Tampico","Tamaulipas",22.233105,-97.861099,"🤔",4,80,False,False,False,False,False,False,False,False,False,"tranvía,transporte público antiguo,calle urbana,época histórica,arquitectura de mediados de siglo XX,edificios comerciales,semáforo,señalización de negocios,coche antiguo,luz del día,cableado eléctrico","Fotografía de época que muestra un tranvía de color amarillo circulando por una calle urbana con comercios. La escena incluye señalización de negocios de mediados del siglo XX y un coche clásico estacionado o circulando. El ambiente es un centro de ciudad bajo luz solar intensa.","2025-11-25T09:35:44.062616+00:00","Emma"
"wikimedia_Veracruz_Veracruz_0_1764046227.jpg","Veracruz","Veracruz",19.173773,-96.134224,"✅",5,100,False,False,False,False,False,False,False,False,False,"Faro Venustiano Carranza,Veracruz,arquitectura neoclásica,torre del reloj,puerto,monumento,estatua de bronce,plaza pública,bandera mexicana,personas sentadas,turismo,edificio histórico","Vista frontal y simétrica del Faro Venustiano Carranza en Veracruz, con su característica torre del reloj y fachada de color blanco y rosa. Una estatua de un personaje histórico (Venustiano Carranza) está en el primer plano. Se ven varias personas sentadas y de pie en la plaza.","2025-11-25T09:36:31.047948+00:00","Emma"
"wikimedia_Zacatecas_Zacatecas_0_1764047613.jpg","Zacatecas","Zacatecas",22.77076,-102.58323,"✅",5,100,False,False,False,False,False,False,False,False,False,"fotografía histórica,blanco y negro,sepia,Catedral de Zacatecas,arquitectura barroca,churrigueresco,fachada ornamental,torres gemelas,cúpula,centro histórico,paisaje urbano en colina,densidad habitacional","Fotografía antigua (monocromática) de la fachada de la Catedral de Zacatecas, con sus dos torres y la portada central de estilo barroco exuberante. El fondo muestra las casas del centro histórico densamente construidas sobre una colina árida.","2025-11-25T09:37:19.656458+00:00","Emma"
"wikimedia_Aguascalientes_Aguascalientes_3_1764046134.jpg","Aguascalientes","Aguascalientes",21.885256,-102.291567,"✅",5,100,False,False,False,False,False,False,False,False,False,"bandera mexicana,Catedral de Aguascalientes,arquitectura barroca,cantera rosa,plaza pública,atrio,monumento religioso,torres gemelas,cielo azul,soleado,centro histórico,Aguascalientes","Vista de la Catedral Basílica de la Asunción de María Santísima en Aguascalientes, con su fachada de cantera y torres gemelas. La bandera mexicana ondea prominentemente en primer plano, dominando la escena. La imagen captura la plaza central con peatones bajo un cielo intensamente azul.","2025-11-25T09:38:43.306368+00:00","Emma"
"wikimedia_Aguascalientes_Aguascalientes_4_1764046136.jpg","Aguascalientes","Aguascalientes",21.885256,-102.291567,"✅",4,95,False,False,False,False,False,False,False,False,False,"calle urbana,ángulo contrapicado,poste de luz,cableado eléctrico,árboles,arquitectura colonial,farola antigua,centro histórico,cielo azul con nubes","Vista en contrapicado de una calle urbana con edificios coloniales. Un poste de luz vertical domina el centro, con múltiples cables eléctricos cruzando el cielo. La escena incluye árboles que enmarcan parcialmente la toma y una farola de estilo antiguo a la izquierda.","2025-11-25T10:37:35.654284+00:00","Emma"
"wikimedia_Aguascalientes_Aguascalientes_13_1764046150.jpg","Aguascalientes","Aguascalientes",21.885256,-102.291567,"🤔",4,95,False,False,False,False,False,False,False,False,False,"iglesia moderna,arquitectura religiosa contemporánea,campanario exento,torre de campanas abierta,fachada de azulejos,estructura de hormigón,cruz,árboles podados,toparios,reja blanca,calle urbana,cables eléctricos,cielo con nubes,coche blanco","Vista a nivel de calle de una iglesia católica de estilo moderno. Destaca su campanario separado, una estructura abierta de columnas de hormigón con varios niveles de campanas. La fachada principal tiene un acabado de azulejos rosados/rojizos y una figura central. La escena incluye árboles ornamentales bien podados y cables eléctricos urbanos.","2025-11-25T11:18:11.1498+00:00","Emma"
"wikimedia_Campeche_Campeche_4_1764046518.jpg","Campeche","Campeche",19.845944,-90.523071,"✅",4,95,False,False,False,False,False,False,False,False,False,"arquitectura colonial,fachadas coloridas,casas históricas,calle empedrada,adoquín,herrería,rejas de hierro,balcones,perspectiva urbana,luz cálida,atardecer,sombras largas,centro histórico,Campeche","Vista en perspectiva de una calle tranquila en un centro histórico. Las casas adosadas presentan una variedad de colores vibrantes en sus fachadas y cuentan con altas ventanas protegidas por rejas de hierro forjado. La luz cálida del sol bajo proyecta sombras largas sobre el pavimento de adoquín.","2025-11-25T11:21:44.953888+00:00","Emma"
"wikimedia_Saltillo_Coahuila_2_1764046206.jpg","Saltillo","Coahuila",25.42654,-100.99551,"✅",5,100,False,False,False,False,False,False,False,False,False,"Catedral de Saltillo,arquitectura religiosa,barroco,churrigueresco,fachada ornamental,torres de iglesia,cantera,piedra tallada,columnas salomónicas,ángulo contrapicado,cielo nublado,Coahuila","Vista en ángulo contrapicado de la fachada de la Catedral de Saltillo. Destaca la rica ornamentación de estilo barroco churrigueresco en la portada central y la torre derecha, esculpidas en piedra, contrastando con la torre izquierda de estilo más sobrio y acabado liso.","2025-11-25T11:25:04.691188+00:00","Emma"
"wikimedia_Colima_Colima_3_1764046707.jpg","Colima","Colima",19.243333,-103.724167,"✅",5,100,False,False,False,False,False,False,False,False,False,"noche,centro histórico,Palacio de Gobierno,torre del reloj,Museo Regional de Historia,arquitectura colonial,arcos,portales,iluminación cálida,calle Reforma,vehículos estacionados,Colima","Vista nocturna elevada de la calle Reforma en el centro de Colima. A la izquierda se impone el Palacio de Gobierno con su torre del reloj iluminada. A la derecha, el edificio del Museo Regional presenta una arcada iluminada. Varios vehículos están estacionados a lo largo de la calle.","2025-11-25T11:29:17.051065+00:00","Emma"
